Date,Open,Close
2019-08-12,46.597999572753906,45.801998138427734
2019-08-13,45.762001037597656,47.0
2019-08-14,46.242000579833984,43.92399978637695
2019-08-15,44.172000885009766,43.12799835205078
2019-08-16,43.332000732421875,43.987998962402344
2019-08-19,44.84199905395508,45.36600112915039
2019-08-20,45.52399826049805,45.172000885009766
2019-08-21,44.402000427246094,44.16600036621094
2019-08-22,44.560001373291016,44.43000030517578
2019-08-23,43.99399948120117,42.279998779296875
2019-08-26,42.720001220703125,43.0
2019-08-27,43.14799880981445,42.816001892089844
2019-08-28,42.737998962402344,43.11800003051758
2019-08-29,43.79999923706055,44.34199905395508
2019-08-30,45.83000183105469,45.12200164794922
2019-09-03,44.816001892089844,45.00199890136719
2019-09-04,45.37799835205078,44.13600158691406
2019-09-05,44.5,45.91600036621094
2019-09-06,45.439998626708984,45.4900016784668
2019-09-09,46.0,46.358001708984375
2019-09-10,46.15999984741211,47.108001708984375
2019-09-11,47.47600173950195,49.41999816894531
2019-09-12,49.540000915527344,49.17399978637695
2019-09-13,49.391998291015625,49.040000915527344
2019-09-16,49.20000076293945,48.5620002746582
2019-09-17,48.49399948120117,48.95800018310547
2019-09-18,49.0,48.698001861572266
2019-09-19,49.20000076293945,49.31999969482422
2019-09-20,49.29800033569336,48.124000549316406
2019-09-23,48.0,48.24599838256836
2019-09-24,48.30400085449219,44.641998291015625
2019-09-25,44.9119987487793,45.7400016784668
2019-09-26,46.13199996948242,48.512001037597656
2019-09-27,48.439998626708984,48.42599868774414
2019-09-30,48.599998474121094,48.17399978637695
2019-10-01,48.29999923706055,48.9379997253418
2019-10-02,48.65800094604492,48.625999450683594
2019-10-03,46.37200164794922,46.60599899291992
2019-10-04,46.321998596191406,46.2859992980957
2019-10-07,45.959999084472656,47.54399871826172
2019-10-08,47.17399978637695,48.0099983215332
2019-10-09,48.263999938964844,48.90599822998047
2019-10-10,49.055999755859375,48.948001861572266
2019-10-11,49.43000030517578,49.577999114990234
2019-10-14,49.58000183105469,51.391998291015625
2019-10-15,51.540000915527344,51.577999114990234
2019-10-16,51.47800064086914,51.95000076293945
2019-10-17,52.5,52.39400100708008
2019-10-18,52.13999938964844,51.38999938964844
2019-10-21,51.66600036621094,50.70000076293945
2019-10-22,50.86399841308594,51.11600112915039
2019-10-23,50.900001525878906,50.93600082397461
2019-10-24,59.67399978637695,59.93600082397461
2019-10-25,59.54399871826172,65.6259994506836
2019-10-28,65.50800323486328,65.54199981689453
2019-10-29,63.99800109863281,63.24399948120117
2019-10-30,62.599998474121094,63.00199890136719
2019-10-31,62.619998931884766,62.98400115966797
2019-11-01,63.263999938964844,62.6619987487793
2019-11-04,62.959999084472656,63.49399948120117
2019-11-05,63.92399978637695,63.444000244140625
2019-11-06,63.599998474121094,65.31600189208984
2019-11-07,65.8280029296875,67.10800170898438
2019-11-08,66.9000015258789,67.4280014038086
2019-11-11,68.79000091552734,69.01799774169922
2019-11-12,69.37999725341797,69.98600006103516
2019-11-13,71.0,69.22200012207031
2019-11-14,69.22200012207031,69.87000274658203
2019-11-15,70.12799835205078,70.43399810791016
